ID,Country,Location,Latitude,Longitude,Last signal
"3599","no","Bergen","60.00","5.00","1698977701"
"3600","cz","Nelahozeves","50.26","14.30","1698977701"
"3607","gb","Scotland, Edinburgh","55.92","-3.24","1698977701"
"3609","us","Newark","43.04","-77.09","1698255602"
"3610","de","Teltow","52.41","13.30","1698977701"
"3611","hr","Lukoran","44.10","15.15","1698977701"
"3614","nl","Dordrecht","51.82","4.67","1698977701"
"3615","us","Cypress, CA","0.00","0.00","1695160502"
"3616","nl","Vlissingen","0.00","0.00","1698977701"
"3622","us","Riverside, Connecticut","41.03","-73.58","1698977701"
"3623","no","Baaly, Spangereid","58.04","7.14","1698977701"
"3627","nl","Druten","51.89","5.63","1698977701"
"3629","us","Mountain View","37.50","-122.48","1694743801"
"3630","au","Cape Lambert","-20.60","117.17","1698977701"
"3632","sg","Singapore","1.31","103.65","1698977701"
"3633","es","Murcia","37.82","-0.76","1698977701"
"3634","it","Udine","46.24","13.24","1698977701"
"3637","zz","At Sea","39.84","2.77","1696875301"
"3638","gb","Portland","50.57","-2.45","1698977701"
"3640","de","Greifswald","54.09","13.38","1698977701"
"3641","co","Santa Marta","11.14","-74.22","1696014302"
"3643","nl","Zuidschermer","52.60","4.76","1698977701"
"3646","nl","Urk","52.66","5.60","1698977701"
"3651","mx","Guaymas","0.00","0.00","1696506602"
"3653","gr","Aegina Island","37.75","23.45","1698977701"
"3654","gb","Portsmouth","50.81","-1.09","1698977701"
"3655","us","Chicago, IL","41.90","-87.62","1698977701"
"3656","ru","Sankt Petersburg","59.96","30.43","1698977701"
"3658","us","Cape May","38.94","-74.92","1698977701"
"3661","es","Llagostera","41.82","2.90","1697141101"
"3665","se","Stockholm","59.34","18.07","1698977701"
"3667","de","Dresden","51.15","13.81","1698976802"
"3670","fr","Plouguerneau","48.63","-4.53","1698959701"
"3673","es","Barcelona","41.41","2.13","1698977701"
"3674","us","Seattle, WA","47.63","-122.36","1698977701"
"3676","ca","Kitimat","54.07","-128.64","1698977701"
"3681","us","Seattle","47.68","-122.41","1698977701"
"3682","fr","UK","54.00","1.50","1698966902"
"3684","nl","Alkmaar","0.00","0.00","1697612701"
"3686","id","Palembang","0.00","0.00","1698907801"
"3688","za","Cape Town","-34.02","18.48","1698977402"
"3689","do","Santo Domingo, D. N.","18.47","-69.89","1698977701"
"3690","gb","Tarvin","0.00","0.00","1697147702"
"3691","au","Skardon river","-11.75","142.07","1698977701"
"3692","es","Murcia","0.00","0.00","1698977701"
"3693","se","Hudiksvall","61.72","17.10","1698977701"
"3694","us","Worldwide","0.00","0.00","1698977701"
"3696","ie","Rashbrooke, Cobh","51.85","-8.33","1698977701"
"3700","nl","Emmeloord","52.68","5.76","1698977701"
"3702","za","Cannon Rocks","-33.75","26.53","1698977701"
"3703","uy","Montevideo","0.00","0.00","1698977701"
"3709","us","Mobile","30.71","-88.05","1698939301"
"3710","pt","Maia","0.00","0.00","1698977701"
"3711","au","Cairns","-16.93","145.75","1698977701"
"3720","nl","Rotterdam","51.90","4.47","1698977701"
